City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
256,Ilulissat,69.2167,-51.1,6.15,93,100,3.15,GL,overcast clouds,2022-01-09 06:54:46
257,West Bay,19.3667,-81.4167,79.0,84,99,1.99,KY,overcast clouds,2022-01-09 06:54:47
258,Lorengau,-2.0226,147.2712,82.22,77,100,7.85,PG,overcast clouds,2022-01-09 06:54:48
259,Trelew,-43.249,-65.3051,71.64,62,6,11.81,AR,clear sky,2022-01-09 06:54:49
260,Laguna,38.421,-121.4238,49.05,94,0,3.0,US,clear sky,2022-01-09 06:54:49
261,Itoman,26.1247,127.6694,71.98,68,75,9.22,JP,broken clouds,2022-01-09 06:50:24
262,Haukipudas,65.1765,25.3523,-9.35,100,34,4.34,FI,scattered clouds,2022-01-09 06:54:50
263,Araouane,18.9048,-3.5265,49.35,25,24,13.56,ML,few clouds,2022-01-09 06:54:51
264,Fuyu,45.1833,124.8167,8.31,92,78,3.83,CN,broken clouds,2022-01-09 06:54:51
265,Margate,51.3813,1.3862,38.95,80,6,1.99,GB,clear sky,2022-01-09 06:54:52
266,Teguise,29.0605,-13.564,57.42,77,0,5.75,ES,clear sky,2022-01-09 06:54:52
267,Kruisfontein,-34.0033,24.7314,76.89,53,0,7.34,ZA,clear sky,2022-01-09 06:54:53
268,Necochea,-38.5473,-58.7368,66.04,78,6,18.01,AR,clear sky,2022-01-09 06:54:53
269,Severo-Kurilsk,50.6789,156.125,31.06,90,100,17.87,RU,light snow,2022-01-09 06:54:53
270,Inhambane,-23.865,35.3833,80.58,78,40,7.0,MZ,scattered clouds,2022-01-09 06:54:54
271,Mezen,65.8522,44.24,8.74,91,100,12.06,RU,overcast clouds,2022-01-09 06:54:54
272,Monte Azul,-15.155,-42.8747,68.85,96,100,3.62,BR,overcast clouds,2022-01-09 06:55:55
273,Shingu,33.7333,135.9833,56.39,62,100,3.44,JP,overcast clouds,2022-01-09 06:53:30
274,Metro,-5.1131,105.3067,87.69,63,95,5.23,ID,overcast clouds,2022-01-09 06:55:56
275,Douglas,41.3,-96.167,22.82,62,40,4.0,US,scattered clouds,2022-01-09 06:55:56
276,Kladovo,44.6067,22.6119,36.5,100,100,1.07,RS,overcast clouds,2022-01-09 06:55:57
277,Ankang,32.68,109.0172,54.0,49,23,0.85,CN,few clouds,2022-01-09 06:55:57
278,Znamenskoye,57.1281,73.8282,17.38,93,92,7.47,RU,overcast clouds,2022-01-09 06:55:58
279,Coracao De Jesus,-16.6853,-44.365,66.0,99,100,2.84,BR,overcast clouds,2022-01-09 06:55:58
280,Gushikawa,26.3544,127.8686,71.19,65,0,10.36,JP,clear sky,2022-01-09 06:55:58
281,Tiznit,29.5833,-9.5,52.97,35,34,5.93,MA,scattered clouds,2022-01-09 06:55:59
282,Hambantota,6.1241,81.1185,82.74,83,75,14.97,LK,broken clouds,2022-01-09 06:55:59
283,Mahibadhoo,3.7833,72.9667,81.57,76,96,11.56,MV,overcast clouds,2022-01-09 06:56:00
284,Poum,-20.2333,164.0167,82.29,77,21,8.41,NC,few clouds,2022-01-09 06:56:00
285,Nampa,43.5407,-116.5635,26.65,100,0,5.75,US,clear sky,2022-01-09 06:56:01
286,Ust-Ilimsk,58.0006,102.6619,0.28,82,21,4.94,RU,few clouds,2022-01-09 06:56:01
287,Beaufort,5.3473,115.7455,86.16,71,50,3.2,MY,scattered clouds,2022-01-09 06:56:01
288,Mmathubudukwane,-24.6,26.4333,72.46,49,6,11.92,BW,clear sky,2022-01-09 06:55:46
289,Aykhal,66.0,111.5,-3.59,65,100,22.84,RU,overcast clouds,2022-01-09 06:56:02
290,Thunder Bay,48.4001,-89.3168,10.38,70,75,17.27,CA,broken clouds,2022-01-09 06:56:03
291,Auki,-8.7676,160.7034,80.83,82,16,7.38,SB,few clouds,2022-01-09 06:56:03
292,Tigil,57.8,158.6667,18.86,81,26,6.49,RU,scattered clouds,2022-01-09 06:56:04
293,Moranbah,-22.0016,148.0466,91.51,45,17,22.08,AU,few clouds,2022-01-09 06:56:04
294,Nicoya,10.1483,-85.452,78.35,79,67,8.14,CR,broken clouds,2022-01-09 06:56:04
295,Porto Novo,6.4965,2.6036,80.42,80,92,3.98,BJ,overcast clouds,2022-01-09 06:54:19
296,Beaverlodge,55.2166,-119.4361,-8.25,99,100,3.78,CA,snow,2022-01-09 06:56:05
297,Port-Cartier,50.0334,-66.8654,3.74,85,100,3.98,CA,overcast clouds,2022-01-09 06:56:06
298,Fairbanks,64.8378,-147.7164,-16.6,58,0,9.22,US,clear sky,2022-01-09 06:56:06
299,Arvika,59.6553,12.5852,29.01,93,100,7.16,SE,overcast clouds,2022-01-09 06:56:07
300,Karatu,-3.3333,35.6667,76.06,41,100,6.49,TZ,overcast clouds,2022-01-09 06:56:07
301,Isangel,-19.55,169.2667,87.91,70,75,13.8,VU,broken clouds,2022-01-09 06:52:47
302,Ostrovnoy,68.0531,39.5131,12.49,95,100,15.41,RU,overcast clouds,2022-01-09 06:56:08
303,Buraydah,26.326,43.975,61.25,30,0,13.06,SA,clear sky,2022-01-09 06:56:08
304,Gaoual,11.75,-13.2,67.82,71,58,1.57,GN,broken clouds,2022-01-09 06:56:09
305,Quatre Cocos,-20.2078,57.7625,84.31,69,41,7.45,MU,scattered clouds,2022-01-09 06:54:06
306,Nantucket,41.2835,-70.0995,35.71,73,40,17.27,US,scattered clouds,2022-01-09 06:56:09
307,Tarko-Sale,64.9225,77.785,-1.77,97,95,7.07,RU,overcast clouds,2022-01-09 06:56:10
308,Benguela,-12.5763,13.4055,75.94,83,100,2.82,AO,overcast clouds,2022-01-09 06:56:10
309,Linxia,35.6003,103.2064,37.89,52,28,6.08,CN,scattered clouds,2022-01-09 06:56:11
310,Mbini,1.574,9.6134,80.49,83,100,2.98,GQ,overcast clouds,2022-01-09 06:56:11
311,Vanavara,60.34,102.2797,-0.62,79,22,7.85,RU,few clouds,2022-01-09 06:56:12
312,Novoagansk,61.9449,76.6625,-3.44,97,10,8.25,RU,clear sky,2022-01-09 06:56:12
313,Broome,42.2506,-75.833,29.17,63,100,3.0,US,light snow,2022-01-09 06:56:12
314,Saint-Augustin,51.226,-58.6502,-5.6,81,77,11.16,CA,broken clouds,2022-01-09 06:56:13
315,Tambilil,5.9622,124.6697,84.63,72,100,2.82,PH,overcast clouds,2022-01-09 06:56:13
316,Maningrida,-12.0667,134.2667,90.37,54,54,6.6,AU,broken clouds,2022-01-09 06:56:14
317,Wanning,18.8003,110.3967,72.46,76,57,10.16,CN,broken clouds,2022-01-09 06:56:14
318,Evanston,42.0411,-87.6901,34.99,94,100,4.0,US,mist,2022-01-09 06:56:15
319,Atar,20.5169,-13.0499,60.48,22,11,13.73,MR,few clouds,2022-01-09 06:56:15
320,Mount Isa,-20.7333,139.5,105.57,6,5,9.22,AU,clear sky,2022-01-09 06:57:16
321,Zeya,53.75,127.2667,-4.61,87,19,3.49,RU,few clouds,2022-01-09 06:54:01
322,Conde,-7.2597,-34.9075,74.66,94,20,2.3,BR,few clouds,2022-01-09 06:55:16
323,Lasa,46.6166,10.7002,27.34,90,99,4.59,IT,overcast clouds,2022-01-09 06:57:16
324,Brae,60.3964,-1.353,42.71,89,100,16.51,GB,overcast clouds,2022-01-09 06:54:28
325,Honningsvag,70.9821,25.9704,27.28,62,100,21.32,NO,light snow,2022-01-09 06:56:04
326,Leningradskiy,69.3833,178.4167,-13.38,95,97,11.56,RU,overcast clouds,2022-01-09 06:57:17
327,Elko,41.0002,-115.5012,21.06,94,55,5.35,US,broken clouds,2022-01-09 06:57:18
328,Black Diamond,47.3087,-122.0032,38.8,88,100,5.06,US,overcast clouds,2022-01-09 06:57:18
329,Osorno,-40.5667,-73.15,60.26,90,72,0.69,CL,broken clouds,2022-01-09 06:53:52
330,Rock Sound,24.9,-76.2,75.6,76,99,27.45,BS,overcast clouds,2022-01-09 06:57:19
331,Egvekinot,66.3167,-179.1667,-7.28,79,13,11.18,RU,few clouds,2022-01-09 06:57:20
332,Ortigueira,-24.2083,-50.9494,54.75,98,37,3.74,BR,scattered clouds,2022-01-09 06:57:20
333,Vallenar,-28.5708,-70.7581,64.04,73,100,2.8,CL,overcast clouds,2022-01-09 06:57:20
334,Port Hardy,50.6996,-127.4199,46.76,87,75,12.66,CA,broken clouds,2022-01-09 06:57:21
335,Kindu,-2.95,25.95,74.77,88,100,2.48,CD,overcast clouds,2022-01-09 06:57:21
336,Mahebourg,-20.4081,57.7,84.49,74,40,10.36,MU,scattered clouds,2022-01-09 06:57:22
337,Kushmurun,52.4503,64.6311,10.9,85,7,11.32,KZ,clear sky,2022-01-09 06:57:22
338,Chumikan,54.7183,135.315,-5.84,83,89,13.85,RU,overcast clouds,2022-01-09 06:57:23
339,Kilindoni,-7.9139,39.6668,83.28,74,100,13.91,TZ,overcast clouds,2022-01-09 06:57:23
340,Cap-Aux-Meules,47.3821,-61.8597,23.02,68,100,14.97,CA,overcast clouds,2022-01-09 06:57:24
341,Ouesso,1.6136,16.0517,83.07,42,62,0.67,CG,broken clouds,2022-01-09 06:57:24
342,Ponta Do Sol,32.6667,-17.1,63.23,71,41,11.56,PT,scattered clouds,2022-01-09 06:57:25
343,Ayan,56.45,138.1667,-3.89,75,98,13.69,RU,overcast clouds,2022-01-09 06:55:22
344,Ngunguru,-35.6167,174.5,73.17,75,100,6.2,NZ,overcast clouds,2022-01-09 06:57:25
345,Kieta,-6.2167,155.6333,81.7,84,52,10.02,PG,moderate rain,2022-01-09 06:57:26
346,Sao Felix Do Xingu,-6.6447,-51.995,69.51,100,100,0.56,BR,overcast clouds,2022-01-09 06:54:08
347,Koson,39.0375,65.585,41.32,46,9,1.83,UZ,clear sky,2022-01-09 06:57:27
348,Cividale Del Friuli,46.0931,13.4275,36.7,68,100,3.94,IT,light snow,2022-01-09 06:57:27
349,Leshukonskoye,64.8989,45.7622,0.23,95,95,9.31,RU,overcast clouds,2022-01-09 06:57:28
350,Okhotsk,59.3833,143.3,2.93,79,100,15.08,RU,overcast clouds,2022-01-09 06:57:28
351,Sal Rei,16.1833,-22.9167,68.56,71,92,14.41,CV,overcast clouds,2022-01-09 06:57:29
352,Zhaotong,27.3167,103.7167,49.89,63,69,4.21,CN,broken clouds,2022-01-09 06:57:29
353,Ust-Tsilma,65.441,52.1498,10.92,81,100,11.27,RU,overcast clouds,2022-01-09 06:57:30
354,Bardiyah,31.7561,25.0865,52.88,71,59,25.7,LY,broken clouds,2022-01-09 06:52:57
355,Santo Domingo,18.5001,-69.9886,71.28,91,13,7.96,DO,few clouds,2022-01-09 06:57:24
356,Xinxiang,35.3089,113.8672,47.26,57,10,2.21,CN,clear sky,2022-01-09 06:57:31
357,Aksarka,66.5606,67.7975,-16.53,100,88,3.09,RU,overcast clouds,2022-01-09 06:57:31
358,Bourail,-21.5667,165.4833,80.82,81,28,10.07,NC,scattered clouds,2022-01-09 06:57:32
359,Vila Velha,-20.3297,-40.2925,73.35,97,100,4.61,BR,mist,2022-01-09 06:53:46
360,Uglovka,58.2392,33.5108,19.29,92,100,9.15,RU,snow,2022-01-09 06:57:32
361,Ramgarh,23.6333,85.5167,77.05,32,25,2.84,IN,scattered clouds,2022-01-09 06:57:33
362,Samarai,-10.6167,150.6667,77.88,87,100,7.31,PG,overcast clouds,2022-01-09 06:57:33
363,Tessalit,20.1986,1.0114,50.61,29,0,10.22,ML,clear sky,2022-01-09 06:57:34
364,Victoria,22.2855,114.1577,70.97,77,57,1.01,HK,broken clouds,2022-01-09 06:57:16
365,Tahe,52.3333,124.7333,-0.65,76,37,7.34,CN,scattered clouds,2022-01-09 06:57:35
366,Yantai,37.5333,121.4,36.25,57,100,6.87,CN,overcast clouds,2022-01-09 06:57:35
367,Constitucion,-35.3333,-72.4167,61.21,87,100,9.15,CL,overcast clouds,2022-01-09 06:57:35
368,Alice Springs,-23.7,133.8833,101.75,10,0,6.91,AU,clear sky,2022-01-09 06:58:36
369,Chirongui,-12.9319,45.1483,85.93,73,100,3.65,YT,light rain,2022-01-09 06:58:36
370,Paamiut,61.994,-49.6678,11.23,87,100,20.27,GL,overcast clouds,2022-01-09 06:58:37
371,Longyearbyen,78.2186,15.6401,15.64,86,75,4.61,SJ,broken clouds,2022-01-09 06:58:37
372,Sechura,-5.5569,-80.8222,70.9,77,100,5.46,PE,overcast clouds,2022-01-09 06:58:38
373,Tongchuan,35.0806,109.0897,43.77,49,14,5.77,CN,few clouds,2022-01-09 06:58:38
374,Bloomfield,40.8068,-74.1854,31.68,62,75,1.01,US,broken clouds,2022-01-09 06:58:38
375,Sai Buri,6.7013,101.6168,87.82,69,13,11.12,TH,few clouds,2022-01-09 06:58:39
376,Contamana,-7.3333,-75.0167,74.52,71,51,2.98,PE,broken clouds,2022-01-09 06:58:40
377,Marawi,7.9986,124.2928,73.65,82,100,5.19,PH,overcast clouds,2022-01-09 06:58:40
378,Creel,27.75,-107.6333,37.45,63,100,0.29,MX,overcast clouds,2022-01-09 06:58:40
379,Mahanoro,-19.9,48.8,81.91,70,100,7.47,MG,overcast clouds,2022-01-09 06:58:41
380,Gamba,-2.65,10.0,77.43,92,100,2.66,GA,overcast clouds,2022-01-09 06:58:41
381,Andros Town,24.7,-77.7667,73.36,75,100,24.43,BS,overcast clouds,2022-01-09 06:58:42
382,Tateyama,34.9833,139.8667,59.27,49,96,8.97,JP,overcast clouds,2022-01-09 06:58:42
383,Kroya,-7.6331,109.2461,84.43,72,100,8.19,ID,overcast clouds,2022-01-09 06:58:43
384,Pudozh,61.8099,36.5345,10.8,97,100,2.62,RU,overcast clouds,2022-01-09 06:58:43
385,Meadow Lake,34.8014,-106.5436,43.12,60,8,3.83,US,clear sky,2022-01-09 06:58:44
386,Australind,-33.2667,115.7167,76.05,27,7,15.77,AU,clear sky,2022-01-09 06:58:44
387,Nisia Floresta,-6.0911,-35.2086,77.38,86,100,4.52,BR,overcast clouds,2022-01-09 06:58:44
388,Boa Viagem,-5.1275,-39.7322,71.37,93,88,0.96,BR,overcast clouds,2022-01-09 06:58:45
389,Tabas,33.5959,56.9244,46.62,42,0,2.3,IR,clear sky,2022-01-09 06:58:45
390,Adamas,36.7333,24.4333,59.23,67,100,9.91,GR,overcast clouds,2022-01-09 06:58:46
391,San Quintin,30.4833,-115.95,56.73,80,100,3.53,MX,overcast clouds,2022-01-09 06:58:46
392,Augusta,48.3667,10.8833,39.04,83,100,20.71,DE,moderate rain,2022-01-09 06:55:45
393,Musafirkhana,26.3667,81.8,72.72,60,8,3.31,IN,clear sky,2022-01-09 06:58:47
394,Concarneau,47.875,-3.9225,48.99,81,100,18.61,FR,overcast clouds,2022-01-09 06:58:47
395,Srednekolymsk,67.45,153.6833,-17.55,95,100,3.85,RU,overcast clouds,2022-01-09 06:58:48
396,Atambua,-9.1061,124.8925,82.06,69,36,4.36,ID,scattered clouds,2022-01-09 06:58:48
397,Esperance,-33.8667,121.9,71.44,56,3,20.04,AU,clear sky,2022-01-09 06:58:49
398,Natal,-5.795,-35.2094,77.22,88,40,3.44,BR,scattered clouds,2022-01-09 06:58:07
399,Luderitz,-26.6481,15.1594,67.19,84,59,5.84,NA,broken clouds,2022-01-09 06:58:49
400,Tautira,-17.7333,-149.15,80.62,74,10,4.68,PF,light rain,2022-01-09 06:58:50
401,Cururupu,-1.8283,-44.8683,75.0,92,97,2.55,BR,overcast clouds,2022-01-09 06:58:50
402,Leh,34.1667,77.5833,18.88,71,100,4.21,IN,overcast clouds,2022-01-09 06:58:51
403,Pijijiapan,15.7011,-93.23,71.85,85,9,4.07,MX,clear sky,2022-01-09 06:58:51
404,Salinas,36.6777,-121.6555,49.82,80,0,5.28,US,clear sky,2022-01-09 06:58:48
405,Otjimbingwe,-22.35,16.1333,80.69,39,100,4.27,NA,overcast clouds,2022-01-09 06:58:52
406,Dombrad,48.2333,21.9333,24.08,98,36,5.28,HU,scattered clouds,2022-01-09 06:58:52
407,Snyder,32.7179,-100.9176,54.52,32,0,5.75,US,clear sky,2022-01-09 06:58:52
408,Najran,17.4924,44.1277,61.45,28,23,2.55,SA,few clouds,2022-01-09 06:58:53
409,Galveston,29.3669,-94.9669,74.21,94,90,5.99,US,overcast clouds,2022-01-09 06:58:53
410,Iskateley,67.6803,53.1512,14.09,92,100,19.53,RU,light snow,2022-01-09 06:58:54
411,Zemio,5.0314,25.1361,85.78,32,70,2.91,CF,broken clouds,2022-01-09 06:58:54
412,Ustrzyki Dolne,49.4304,22.5938,25.99,100,67,3.62,PL,broken clouds,2022-01-09 06:58:55
413,Kamenka,51.3223,42.7678,11.77,93,88,10.45,RU,overcast clouds,2022-01-09 06:58:55
414,Geraldton,-28.7667,114.6,77.41,44,0,28.77,AU,clear sky,2022-01-09 06:58:56
415,Monterey,36.2505,-121.2516,44.83,1,0,3.89,US,clear sky,2022-01-09 06:58:56
416,Melk,48.2274,15.3319,35.58,87,100,2.35,AT,light snow,2022-01-09 06:58:57
417,Svetlaya,46.5389,138.3297,15.08,60,1,5.1,RU,clear sky,2022-01-09 06:59:57
418,Port Moresby,-9.4431,147.1797,87.22,62,20,11.5,PG,haze,2022-01-09 06:55:16
419,Cruz Alta,-28.6386,-53.6064,67.98,71,36,9.26,BR,scattered clouds,2022-01-09 06:59:58
420,Hirara,24.8,125.2833,71.87,68,75,13.8,JP,broken clouds,2022-01-09 06:59:58
421,Kimbe,-5.5502,150.1429,77.36,90,100,5.59,PG,moderate rain,2022-01-09 06:59:59
422,Culpeper,38.5004,-77.9664,31.24,53,0,5.75,US,clear sky,2022-01-09 06:59:59
423,Huntsville,34.7304,-86.5861,50.02,69,100,1.99,US,overcast clouds,2022-01-09 07:00:00
424,Carahue,-38.7,-73.1667,57.74,93,62,2.06,CL,broken clouds,2022-01-09 07:00:00
425,La Rioja,42.25,-2.5,39.31,83,43,8.81,ES,scattered clouds,2022-01-09 07:00:01
426,Oranjemund,-28.55,16.4333,68.4,79,100,5.37,NA,overcast clouds,2022-01-09 07:00:02
427,Arlit,18.7369,7.3853,57.16,26,0,6.98,NE,clear sky,2022-01-09 07:00:05
428,Hurricane,37.1753,-113.2899,42.6,59,1,9.19,US,clear sky,2022-01-09 07:00:07
429,Zhanakorgan,43.9098,67.2495,37.92,59,100,3.74,KZ,overcast clouds,2022-01-09 06:55:24
430,Sobolevo,54.4299,31.8996,22.96,96,100,9.6,RU,snow,2022-01-09 07:00:09
431,Chimoio,-19.1164,33.4833,73.06,74,100,7.81,MZ,overcast clouds,2022-01-09 07:00:13
432,Acapulco,16.8634,-99.8901,74.61,80,9,3.65,MX,clear sky,2022-01-09 06:57:49
433,Salta,-24.7859,-65.4117,62.58,87,100,1.99,AR,overcast clouds,2022-01-09 07:00:13
434,Bongandanga,1.5,21.05,82.35,50,97,1.86,CD,overcast clouds,2022-01-09 07:00:15
435,Bondo,3.8146,23.6866,82.54,43,100,2.57,CD,overcast clouds,2022-01-09 07:00:16
436,Mecca,21.4267,39.8261,79.65,53,0,0.89,SA,clear sky,2022-01-09 07:00:08
437,Quesnel,52.9999,-122.5029,22.37,86,100,9.66,CA,overcast clouds,2022-01-09 07:00:17
438,Sundumbili,-29.1337,31.3975,78.24,68,52,11.48,ZA,broken clouds,2022-01-09 07:00:18
439,Valleyview,55.0667,-117.2859,-4.0,99,100,3.53,CA,light snow,2022-01-09 07:00:19
440,Mumford,5.2618,-0.759,78.67,85,98,7.38,GH,overcast clouds,2022-01-09 07:00:20
441,Kristoni,40.9556,22.8553,49.08,87,99,1.7,GR,overcast clouds,2022-01-09 07:00:21
442,Varenikovskaya,45.1209,37.6417,52.12,87,100,9.06,RU,overcast clouds,2022-01-09 07:00:22
443,Tezu,27.9167,96.1667,75.36,34,96,3.11,IN,overcast clouds,2022-01-09 07:00:22
444,Canto Do Buriti,-8.11,-42.9444,70.18,96,100,2.89,BR,overcast clouds,2022-01-09 07:00:23
445,Xining,36.6167,101.7667,35.13,40,100,3.85,CN,overcast clouds,2022-01-09 07:00:23
446,Christchurch,-43.5333,172.6333,75.99,39,99,9.22,NZ,overcast clouds,2022-01-09 06:59:27
447,Krasnoselkup,65.7,82.4667,1.9,96,97,6.93,RU,overcast clouds,2022-01-09 07:00:24
448,Tommot,58.9564,126.2925,-11.43,96,100,4.76,RU,overcast clouds,2022-01-09 07:00:24
449,Te Anau,-45.4167,167.7167,60.62,77,100,4.27,NZ,overcast clouds,2022-01-09 07:00:25
450,Belaya Gora,68.5333,146.4167,-27.09,100,87,2.19,RU,overcast clouds,2022-01-09 07:00:25
451,Valparaiso,-33.0393,-71.6273,62.24,88,100,4.61,CL,overcast clouds,2022-01-09 07:00:24
452,Bodden Town,19.2833,-81.25,78.93,85,97,18.48,KY,overcast clouds,2022-01-09 07:00:26
453,Eregli,37.5133,34.0467,45.01,58,89,4.45,TR,overcast clouds,2022-01-09 07:00:26
454,Fort Nelson,58.8053,-122.7002,-35.77,100,40,0.54,CA,scattered clouds,2022-01-09 07:00:27
455,Torrox,36.7579,-3.9523,50.36,27,0,14.61,ES,clear sky,2022-01-09 07:00:27
456,San Policarpo,12.1791,125.5072,81.7,72,37,5.46,PH,scattered clouds,2022-01-09 07:00:28
457,Lucapa,-8.4192,20.7447,71.89,88,100,0.11,AO,overcast clouds,2022-01-09 07:00:28
458,Bay-Khaak,51.1667,94.5,0.18,91,69,0.58,RU,broken clouds,2022-01-09 07:00:29
459,Ilebo,-4.3167,20.5833,77.43,87,97,2.01,CD,overcast clouds,2022-01-09 07:00:29
460,Norman Wells,65.282,-126.8329,-20.16,95,63,8.77,CA,broken clouds,2022-01-09 07:00:29
461,Tres Coroas,-29.5169,-50.7778,67.8,84,97,2.89,BR,overcast clouds,2022-01-09 07:00:30
462,Arona,28.0996,-16.681,65.14,31,20,14.97,ES,few clouds,2022-01-09 07:00:30
463,El Palmar,14.65,-91.5833,68.94,95,20,1.01,GT,few clouds,2022-01-09 07:00:31
464,Kalmunai,7.4167,81.8167,81.79,73,99,14.0,LK,overcast clouds,2022-01-09 07:00:31
465,Kaeo,-35.1,173.7833,73.33,78,100,3.51,NZ,overcast clouds,2022-01-09 07:01:32
466,Sayat,38.7839,63.8803,45.7,45,9,1.39,TM,clear sky,2022-01-09 07:01:32
467,Carpinteria,34.3989,-119.5185,56.61,66,100,3.47,US,overcast clouds,2022-01-09 07:01:33
468,Den Helder,52.9599,4.7593,44.58,78,75,17.0,NL,broken clouds,2022-01-09 07:01:33
469,Bogorodskoye,56.55,37.8833,23.09,83,100,12.84,RU,overcast clouds,2022-01-09 07:01:34
470,Karasjok,69.4719,25.5112,12.31,100,45,3.76,NO,scattered clouds,2022-01-09 07:01:34
471,Loreto,22.2667,-101.9667,53.47,29,100,1.66,MX,overcast clouds,2022-01-09 07:01:35
472,Grand Junction,39.0639,-108.5507,31.64,87,100,1.99,US,overcast clouds,2022-01-09 07:01:35
473,Iqaluit,63.7506,-68.5145,-16.38,95,100,2.44,CA,overcast clouds,2022-01-09 07:01:35
474,Ponta Delgada,37.7333,-25.6667,59.5,62,75,8.05,PT,broken clouds,2022-01-09 07:01:36
475,Tuatapere,-46.1333,167.6833,61.83,82,86,2.19,NZ,light rain,2022-01-09 07:01:36
476,Santa Cruz Cabralia,-16.2781,-39.0247,77.23,94,0,5.75,BR,clear sky,2022-01-09 07:01:37
477,Verkhnyaya Inta,65.9811,60.3094,4.15,90,100,21.16,RU,overcast clouds,2022-01-09 07:01:37
478,Juanjui,-7.1779,-76.7314,72.12,87,100,1.95,PE,overcast clouds,2022-01-09 07:01:37
479,Westport,41.1415,-73.3579,33.85,65,15,15.99,US,few clouds,2022-01-09 06:58:48
480,Deputatskiy,69.3,139.9,-27.71,94,11,6.89,RU,few clouds,2022-01-09 07:01:38
481,Senador Jose Porfirio,-2.5908,-51.9542,72.16,98,100,1.66,BR,overcast clouds,2022-01-09 07:01:39
482,Pokrovsk,48.282,37.1758,28.87,79,100,15.61,UA,overcast clouds,2022-01-09 07:01:39
483,Linqu,36.5156,118.5397,46.31,42,47,4.09,CN,scattered clouds,2022-01-09 07:01:39
484,Kuytun,54.3419,101.5036,0.27,95,78,7.09,RU,broken clouds,2022-01-09 07:01:40
485,Luena,-11.7833,19.9167,67.57,88,100,4.94,AO,overcast clouds,2022-01-09 07:01:40
486,Sabha,27.0377,14.4283,40.14,61,0,9.37,LY,clear sky,2022-01-09 07:01:31
487,Satipo,-11.2522,-74.6386,69.58,90,87,1.41,PE,overcast clouds,2022-01-09 07:01:41
488,Denpasar,-8.65,115.2167,87.46,70,20,9.22,ID,few clouds,2022-01-09 07:00:46
489,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.86,77,100,3.13,BR,overcast clouds,2022-01-09 07:01:44
490,Obidos,-1.9175,-55.5181,73.04,90,100,1.52,BR,overcast clouds,2022-01-09 07:01:45
491,Bandar-E Lengeh,26.5579,54.8807,68.13,49,3,5.01,IR,clear sky,2022-01-09 07:01:45
492,Adrar,20.5022,-10.0711,50.63,25,13,13.85,MR,few clouds,2022-01-09 07:01:46
493,Zaysan,47.4667,84.8667,16.52,93,85,2.66,KZ,overcast clouds,2022-01-09 07:01:46
494,Bereda,43.2686,-7.5406,55.0,100,100,7.34,ES,overcast clouds,2022-01-09 07:01:47
495,San Ramon,37.7799,-121.978,50.49,89,0,5.01,US,clear sky,2022-01-09 07:01:31
496,Trairi,-3.2778,-39.2689,76.23,84,46,6.35,BR,scattered clouds,2022-01-09 07:01:47
497,Dwarka,22.2394,68.9678,69.46,47,0,6.29,IN,clear sky,2022-01-09 06:58:30
498,Muravlenko,63.7898,74.523,-10.75,98,81,11.07,RU,broken clouds,2022-01-09 07:01:48
499,Odweyne,9.4092,45.064,72.93,44,0,1.7,SO,clear sky,2022-01-09 07:01:49
500,Lengshuitan,26.4111,111.5956,49.62,70,97,4.7,CN,overcast clouds,2022-01-09 07:01:49
501,Yermakovskoye,53.2831,92.4003,18.68,81,25,3.36,RU,scattered clouds,2022-01-09 07:01:50
502,La Ronge,55.1001,-105.2842,-19.95,69,0,6.91,CA,clear sky,2022-01-09 06:58:50
503,Chazuta,-6.5742,-76.1367,74.91,70,99,1.36,PE,overcast clouds,2022-01-09 07:01:50
504,Gravdal,68.1214,13.5031,27.84,78,15,8.93,NO,few clouds,2022-01-09 07:01:51
505,Novikovo,51.1537,37.8879,19.96,84,100,12.33,RU,snow,2022-01-09 07:01:51
506,Lazaro Cardenas,17.9583,-102.2,71.83,76,10,2.93,MX,clear sky,2022-01-09 07:01:52
507,Narsaq,60.9167,-46.05,14.22,84,100,1.52,GL,overcast clouds,2022-01-09 07:01:52
508,Karasburg,-28.0167,18.75,85.71,35,67,9.01,NA,broken clouds,2022-01-09 07:01:53
509,Aswan,24.0934,32.907,74.61,20,82,8.23,EG,broken clouds,2022-01-09 07:02:54
510,Bitung,1.4451,125.1824,86.85,69,33,13.42,ID,scattered clouds,2022-01-09 07:02:54
511,Calvinia,-31.4707,19.776,84.02,34,0,12.66,ZA,clear sky,2022-01-09 07:02:54
512,The Valley,18.217,-63.0578,78.1,69,5,24.23,AI,clear sky,2022-01-09 07:02:55
513,Washougal,45.5826,-122.3534,41.56,90,0,14.97,US,clear sky,2022-01-09 07:02:55
514,Pundaguitan,6.3711,126.1689,82.22,76,27,9.48,PH,scattered clouds,2022-01-09 07:02:56
515,Passo De Camaragibe,-9.2368,-35.4901,74.75,86,100,2.95,BR,overcast clouds,2022-01-09 07:02:56
516,Chum Phae,16.5443,102.0992,88.77,32,97,2.98,TH,overcast clouds,2022-01-09 07:02:57
517,Dingle,10.9995,122.6711,83.1,74,64,8.55,PH,broken clouds,2022-01-09 07:02:57
518,Isla Vista,34.4133,-119.861,55.83,74,0,0.0,US,mist,2022-01-09 07:02:57
